"seqnames","start","end","width","strand","category","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","SYMBOL"
"chr5",32223912,32224517,606,"*","Shared","Distal Intergenic",5,32230085,32233893,3809,2,"54545","ENST00000510216.1",9376,"MTMR12"
"chr5",32233314,32234257,944,"*","Shared","Promoter (<=1kb)",5,32230085,32233893,3809,2,"54545","ENST00000510216.1",0,"MTMR12"
"chr5",32600084,32600391,308,"*","Shared","Intron (ENST00000506237.5/10923, intron 4 of 4)",5,32594923,32601130,6208,1,"10923","ENST00000502453.1",5161,"SUB1"
"chr5",32785544,32786243,700,"*","Shared","Exon (ENST00000434067.6/4883, exon 8 of 8)",5,32712331,32716828,4498,1,"4883","ENST00000507141.1",73213,"NPR3"
"chr5",33649801,33650213,413,"*","Shared","Intron (ENST00000504830.6/81792, intron 7 of 23)",5,33603442,33624351,20910,2,"81792","ENST00000506952.1",-25450,"ADAMTS12"
"chr5",34673985,34674731,747,"*","Shared","Intron (ENST00000265109.8/26064, intron 1 of 17)",5,34684507,34821833,137327,1,"26064","ENST00000508777.5",-9776,"RAI14"
"chr5",34684184,34684930,747,"*","Shared","Promoter (<=1kb)",5,34684507,34821833,137327,1,"26064","ENST00000508777.5",0,"RAI14"
"chr5",35088049,35088430,382,"*","Shared","Promoter (1-2kb)",5,35065089,35089620,24532,2,"5618","ENST00000310101.9",1190,"PRLR"
"chr5",35213627,35214136,510,"*","Shared","Intron (ENST00000618457.5/5618, intron 1 of 9)",5,35086225,35230372,144148,2,"5618","ENST00000504500.5",16236,"PRLR"
"chr5",35856113,35856684,572,"*","Shared","Promoter (<=1kb)",5,35856295,35860926,4632,1,"3575","ENST00000515665.1",0,"IL7R"
"chr5",35859104,35859859,756,"*","Shared","Intron (ENST00000508941.5/3575, intron 3 of 3)",5,35856892,35867610,10719,1,"3575","ENST00000511982.1",2212,"IL7R"
"chr5",35883864,35884694,831,"*","Shared","Distal Intergenic",5,35875414,35876434,1021,1,"3575","ENST00000505875.1",8450,"IL7R"
"chr5",36422736,36423441,706,"*","Shared","Distal Intergenic",5,36265463,36302114,36652,2,"202151","ENST00000505865.1",-120622,"RANBP3L"
"chr5",36611562,36612248,687,"*","Shared","Promoter (<=1kb)",5,36612810,36671184,58375,1,"6507","ENST00000514563.5",-562,"SLC1A3"
"chr5",36657610,36658242,633,"*","Shared","Intron (ENST00000680318.1/6507, intron 3 of 9)",5,36667717,36688330,20614,1,"6507","ENST00000624112.2",-9475,"SLC1A3"
"chr5",37071871,37072610,740,"*","Shared","Distal Intergenic",5,37058903,37063978,5076,1,"25836","ENST00000513819.1",12968,"NIPBL"
"chr5",37771234,37772317,1084,"*","Shared","Distal Intergenic",5,37811589,37874894,63306,1,"100861519","ENST00000637595.1",-39272,"GDNF-AS1"
"chr5",38433534,38434403,870,"*","Shared","Intron (ENST00000354891.7/133584, intron 15 of 22)",5,38425036,38427376,2341,2,"100874117","ENST00000508986.1",-6158,"EGFLAM-AS1"
"chr5",38463990,38464478,489,"*","Shared","Promoter (1-2kb)",5,38462590,38464549,1960,1,"133584","ENST00000513131.1",1400,"EGFLAM"
"chr5",38719835,38720273,439,"*","Shared","Promoter (<=1kb)",5,38710367,38720273,9907,2,"101926904","ENST00000506463.1",0,"LINC01265"
"chr5",38783028,38783598,571,"*","Shared","Promoter (<=1kb)",5,38783580,38792754,9175,1,"107986414","ENST00000514586.1",0,"LOC107986414"
"chr5",39196577,39196843,267,"*","Shared","Intron (ENST00000351578.12/2533, intron 2 of 17)",5,39107284,39203027,95744,2,"2533","ENST00000515010.5",6184,"FYB1"
"chr5",40503437,40503879,443,"*","Shared","Exon (ENST00000649444.1/ENST00000649444.1, exon 3 of 3)",5,40654963,40655094,132,1,"124900196","ENST00000362682.1",-151084,"LOC124900196"
"chr5",40984911,40985513,603,"*","Shared","Intron (ENST00000706664.1/730, intron 17 of 18)",5,40976663,40981766,5104,1,"730","ENST00000464864.1",8248,"C7"
"chr5",41794421,41794903,483,"*","Shared","Promoter (<=1kb)",5,41730841,41794583,63743,2,"5019","ENST00000510634.5",0,"OXCT1"
"chr5",44942639,44943062,424,"*","Shared","Distal Intergenic",5,44811985,44813629,1645,1,"10884","ENST00000508129.1",130654,"MRPS30"
"chr5",53333211,53333671,461,"*","Shared","Distal Intergenic",5,53297872,53326565,28694,2,"107986380","ENST00000648942.1",-6646,"LOC107986380"
"chr5",53406569,53407128,560,"*","Shared","Distal Intergenic",5,53480626,53487106,6481,1,"10468","ENST00000396947.7",-73498,"FST"
"chr5",53490751,53491227,477,"*","Shared","Distal Intergenic",5,53484216,53486092,1877,1,"10468","ENST00000497789.2",6535,"FST"
"chr5",54514848,54515377,530,"*","Shared","Distal Intergenic",5,54517759,54543273,25515,1,"112574","ENST00000326277.5",-2382,"SNX18"
"chr5",54663765,54664205,441,"*","Shared","Promoter (<=1kb)",5,54663327,54737057,73731,1,"105378969","ENST00000662448.1",438,"LOC105378969"
"chr5",54670825,54671651,827,"*","Shared","Intron (ENST00000662448.1/105378969, intron 2 of 5)",5,54663327,54737057,73731,1,"105378969","ENST00000662448.1",7498,"LOC105378969"
"chr5",54701079,54701635,557,"*","Shared","Intron (ENST00000662448.1/105378969, intron 3 of 5)",5,54691938,54734777,42840,1,"105378969","ENST00000701311.1",9141,"LOC105378969"
"chr5",54743966,54744725,760,"*","Shared","Distal Intergenic",5,54691938,54734777,42840,1,"105378969","ENST00000701311.1",52028,"LOC105378969"
"chr5",54889576,54890369,794,"*","Shared","Distal Intergenic",5,54883635,54885093,1459,1,"124900976","ENST00000693724.1",5941,"LOC124900976"
"chr5",55438003,55438701,699,"*","Shared","Intron (ENST00000307259.9/8611, intron 4 of 5)",5,55416056,55424985,8930,1,"23517","ENST00000508716.1",21947,"MTREX"
"chr5",55601246,55601831,586,"*","Shared","Distal Intergenic",5,55633396,55645868,12473,2,"153129","ENST00000515754.1",44037,"SLC38A9"
"chr5",55634244,55634885,642,"*","Shared","Exon (ENST00000515159.5/153129, exon 6 of 8)",5,55633396,55645868,12473,2,"153129","ENST00000515754.1",10983,"SLC38A9"
"chr5",55672404,55672941,538,"*","Shared","5' UTR",5,55664560,55669665,5106,2,"153129","ENST00000507447.1",-2739,"SLC38A9"
"chr5",56123672,56124134,463,"*","Shared","Intron (ENST00000341048.9/79722, intron 8 of 11)",5,56099882,56116951,17070,2,"79722","ENST00000434982.2",-6721,"ANKRD55"
"chr5",56279557,56280440,884,"*","Shared","Distal Intergenic",5,56099680,56233330,133651,2,"79722","ENST00000341048.9",-46227,"ANKRD55"
"chr5",56282177,56283102,926,"*","Shared","Distal Intergenic",5,56099680,56233330,133651,2,"79722","ENST00000341048.9",-48847,"ANKRD55"
"chr5",56358743,56359530,788,"*","Shared","Distal Intergenic",5,56455684,56465096,9413,2,"102467147","ENST00000653172.1",105566,"LINC01948"
"chr5",56405224,56405810,587,"*","Shared","Distal Intergenic",5,56455684,56465096,9413,2,"102467147","ENST00000653172.1",59286,"LINC01948"
"chr5",56601602,56602222,621,"*","Shared","Intron (ENST00000648716.1/101928448, intron 1 of 5)",5,56511567,56606232,94666,2,"101928448","ENST00000648716.1",4010,"C5orf67"
"chr5",56665101,56665477,377,"*","Shared","Distal Intergenic",5,56511567,56606232,94666,2,"101928448","ENST00000648716.1",-58869,"C5orf67"
"chr5",56676189,56676673,485,"*","Shared","Distal Intergenic",5,56511567,56606232,94666,2,"101928448","ENST00000648716.1",-69957,"C5orf67"
"chr5",56711129,56711682,554,"*","Shared","Distal Intergenic",5,56766395,56772875,6481,2,"105378979","ENST00000696488.1",61193,"LOC105378979"
"chr5",57494579,57495116,538,"*","Shared","Intron (ENST00000506106.1/102724122, intron 2 of 3)",5,57488619,57534504,45886,1,"102724122","ENST00000664944.1",5960,"RMEL3"
"chr5",57503137,57503961,825,"*","Shared","Intron (ENST00000506106.1/102724122, intron 3 of 3)",5,57488619,57534504,45886,1,"102724122","ENST00000664944.1",14518,"RMEL3"
"chr5",57569469,57570170,702,"*","Shared","Distal Intergenic",5,57574027,57617431,43405,1,"100996645","ENST00000664455.1",-3857,"LNCBRM"
"chr5",57692677,57693568,892,"*","Shared","Intron (ENST00000701975.1/101928505, intron 2 of 3)",5,57650672,57750243,99572,1,"101928505","ENST00000688166.1",42005,"LOC101928505"
"chr5",57735379,57736196,818,"*","Shared","Intron (ENST00000701975.1/101928505, intron 2 of 3)",5,57650672,57750243,99572,1,"101928505","ENST00000688166.1",84707,"LOC101928505"
"chr5",57804081,57804827,747,"*","Shared","Distal Intergenic",5,57890327,57899162,8836,2,"101928539","ENST00000510444.1",94335,"LINC02225"
"chr5",59793010,59793546,537,"*","Shared","Intron (ENST00000340635.11/5144, intron 1 of 14)",5,58969038,59768848,799811,2,"5144","ENST00000507116.6",-24162,"PDE4D"
"chr5",60652007,60652414,408,"*","Shared","Intron (ENST00000265036.10/55789, intron 2 of 10)",5,60645516,60648147,2632,2,"55789","ENST00000505017.1",-3860,"DEPDC1B"
"chr5",61301311,61302214,904,"*","Shared","Intron (ENST00000511794.6/105378992, intron 1 of 2)",5,61201304,61304801,103498,2,"105378992","ENST00000511794.6",2587,"LINC02057"
"chr5",61408655,61408979,325,"*","Shared","Intron (ENST00000252744.6/57688, intron 1 of 13)",5,61332258,61546172,213915,1,"57688","ENST00000252744.6",76397,"ZSWIM6"
"chr5",61906869,61907342,474,"*","Shared","Intron (ENST00000660195.1/ENST00000660195.1, intron 3 of 3)",5,61902617,61917275,14659,2,"105378998","ENST00000701665.1",9933,"LOC105378998"
"chr5",65791662,65792594,933,"*","Shared","Exon (ENST00000380985.10/57486, exon 9 of 13)",5,65788363,65871725,83363,1,"57486","ENST00000509935.2",3299,"NLN"
"chr5",65800743,65801951,1209,"*","Shared","Intron (ENST00000380985.10/57486, intron 9 of 12)",5,65809126,65812271,3146,1,"57486","ENST00000507201.1",-7175,"NLN"
"chr5",65861641,65862346,706,"*","Shared","Intron (ENST00000509935.2/57486, intron 6 of 6)",5,65883128,66081382,198255,1,"55914","ENST00000699000.1",-20782,"ERBIN"
"chr5",65885749,65886815,1067,"*","Shared","Intron (ENST00000699000.1/55914, intron 2 of 26)",5,65883128,66081382,198255,1,"55914","ENST00000699000.1",2621,"ERBIN"
"chr5",66959316,66959761,446,"*","Shared","Promoter (<=1kb)",5,66958988,67090203,131216,1,"375449","ENST00000432426.5",328,"MAST4"
"chr5",67192934,67193710,777,"*","Shared","Intron (ENST00000256447.5/4064, intron 1 of 2)",5,67179613,67196799,17187,2,"4064","ENST00000256447.5",3089,"CD180"
"chr5",67196704,67197241,538,"*","Shared","Promoter (<=1kb)",5,67179613,67196799,17187,2,"4064","ENST00000256447.5",0,"CD180"
"chr5",67306932,67307431,500,"*","Shared","Distal Intergenic",5,67268022,67270182,2161,1,"123706549","ENST00000515077.1",38910,"TILRLS"
"chr5",67315164,67315579,416,"*","Shared","Distal Intergenic",5,67268022,67270182,2161,1,"123706549","ENST00000515077.1",47142,"TILRLS"
"chr5",67353527,67353944,418,"*","Shared","Distal Intergenic",5,67356663,67366303,9641,2,"124900989","ENST00000653057.1",12359,"LOC124900989"
"chr5",67773345,67774050,706,"*","Shared","Intron (ENST00000503106.5/ENST00000503106.5, intron 3 of 3)",5,67763986,67805295,41310,1,"101928858","ENST00000659965.1",9359,"LINC02997"
"chr5",68046518,68047556,1039,"*","Shared","Distal Intergenic",5,68189876,68198407,8532,1,"102467655","ENST00000520762.1",-142320,"LINC02219"
"chr5",68534162,68534840,679,"*","Shared","Promoter (<=1kb)",5,68508223,68533602,25380,2,"105379011","ENST00000668654.1",-560,"LOC105379011"
"chr5",71695256,71695873,618,"*","Shared","Distal Intergenic",5,71719275,71721045,1771,1,"9607","ENST00000296777.5",-23402,"CARTPT"
"chr5",71932314,71933376,1063,"*","Shared","Distal Intergenic",5,72107234,72183823,76590,1,"4131","ENST00000512974.5",-173858,"MAP1B"
"chr5",71985958,71986485,528,"*","Shared","Distal Intergenic",5,72107234,72183823,76590,1,"4131","ENST00000512974.5",-120749,"MAP1B"
"chr5",72005443,72006087,645,"*","Shared","Distal Intergenic",5,72107234,72183823,76590,1,"4131","ENST00000512974.5",-101147,"MAP1B"
"chr5",72121774,72122333,560,"*","Shared","Intron (ENST00000512974.5/4131, intron 3 of 3)",5,72095855,72108000,12146,2,"105379028","ENST00000649991.1",-13774,"LOC105379028"
"chr5",72133203,72134067,865,"*","Shared","Intron (ENST00000512974.5/4131, intron 3 of 3)",5,72095855,72108000,12146,2,"105379028","ENST00000649991.1",-25203,"LOC105379028"
"chr5",72141513,72142187,675,"*","Shared","Intron (ENST00000512974.5/4131, intron 3 of 3)",5,72169467,72169540,74,1,"100616377","ENST00000583015.1",-27280,"MIR4803"
"chr5",72156952,72157307,356,"*","Shared","Intron (ENST00000512974.5/4131, intron 3 of 3)",5,72169467,72169540,74,1,"100616377","ENST00000583015.1",-12160,"MIR4803"
"chr5",72451847,72452835,989,"*","Shared","Intron (ENST00000318442.6/167465, intron 3 of 4)",5,72460962,72507366,46405,2,"167465","ENST00000514477.5",54531,"ZNF366"
"chr5",72465608,72466250,643,"*","Shared","Intron (ENST00000318442.6/167465, intron 1 of 4)",5,72460962,72507366,46405,2,"167465","ENST00000514477.5",41116,"ZNF366"
"chr5",72871213,72872080,868,"*","Shared","Promoter (<=1kb)",5,72871747,72883099,11353,1,"3842","ENST00000508762.5",0,"TNPO1"
"chr5",73321809,73322300,492,"*","Shared","Distal Intergenic",5,73337906,73338533,628,1,"105379033","ENST00000511174.1",-15606,"LINC02230"
"chr5",73365391,73365847,457,"*","Shared","Distal Intergenic",5,73382384,73410509,28126,1,"107986383","ENST00000505955.1",-16537,"LOC107986383"
"chr5",73412088,73413050,963,"*","Shared","Distal Intergenic",5,73382384,73410509,28126,1,"107986383","ENST00000505955.1",29704,"LOC107986383"
"chr5",73966460,73967145,686,"*","Shared","Distal Intergenic",5,73908400,73911702,3303,1,"64283","ENST00000503341.1",58060,"ARHGEF28"
"chr5",74063458,74064123,666,"*","Shared","Distal Intergenic",5,74084068,74103216,19149,2,"105379036","ENST00000511395.1",39093,"LINC02122"
"chr5",74231865,74232710,846,"*","Shared","Intron (ENST00000663633.1/104310351, intron 2 of 2)",5,74294413,74302610,8198,1,"124901004","ENST00000684952.1",-61703,"LOC124901004"
"chr5",74240764,74241237,474,"*","Shared","Intron (ENST00000663633.1/104310351, intron 2 of 2)",5,74294413,74302610,8198,1,"124901004","ENST00000684952.1",-53176,"LOC124901004"
"chr5",74250921,74251457,537,"*","Shared","Intron (ENST00000663633.1/104310351, intron 2 of 2)",5,74294413,74302610,8198,1,"124901004","ENST00000684952.1",-42956,"LOC124901004"
"chr5",74316024,74316551,528,"*","Shared","Intron (ENST00000663633.1/104310351, intron 2 of 2)",5,74258689,74321239,62551,2,"102503429","ENST00000651573.1",4688,"LINC01335"
"chr5",74341182,74341571,390,"*","Shared","Exon (ENST00000669685.1/ENST00000669685.1, exon 3 of 3)",5,74322501,74328307,5807,1,"101929082","ENST00000667820.1",18681,"LINC01333"
"chr5",74360723,74362301,1579,"*","Shared","Intron (ENST00000663633.1/104310351, intron 2 of 2)",5,74322501,74328307,5807,1,"101929082","ENST00000667820.1",38222,"LINC01333"
"chr5",74543208,74543930,723,"*","Shared","Distal Intergenic",5,74369376,74536976,167601,2,"104310351","ENST00000507781.1",-6232,"LINC01331"
"chr5",74551703,74552583,881,"*","Shared","Distal Intergenic",5,74369376,74536976,167601,2,"104310351","ENST00000507781.1",-14727,"LINC01331"
"chr5",74630383,74631355,973,"*","Shared","Promoter (<=1kb)",5,74629552,74632262,2711,2,"8507","ENST00000509284.1",907,"ENC1"
"chr5",75566826,75567123,298,"*","Shared","Intron (ENST00000503479.6/51426, intron 2 of 13)",5,75552471,75576917,24447,1,"51426","ENST00000507073.1",14355,"POLK"
"chr5",75640331,75641025,695,"*","Shared","Intron (ENST00000672850.1/728780, intron 1 of 7)",5,75635873,75681773,45901,1,"728780","ENST00000672802.1",4458,"ANKDD1B"
"chr5",76489737,76490360,624,"*","Shared","Intron (ENST00000274364.11/10788, intron 2 of 35)",5,76547409,76708130,160722,1,"10788","ENST00000379730.7",-57049,"IQGAP2"
"chr5",76521309,76521828,520,"*","Shared","Intron (ENST00000274364.11/10788, intron 2 of 35)",5,76547409,76708130,160722,1,"10788","ENST00000379730.7",-25581,"IQGAP2"
"chr5",76709578,76710384,807,"*","Shared","Intron (ENST00000507514.1/ENST00000507514.1, intron 1 of 3)",5,76712763,76712861,99,1,"100302746","ENST00000616308.1",-2379,"NCRUPAR"
"chr5",76790690,76791172,483,"*","Shared","Distal Intergenic",5,76818933,76833227,14295,1,"2150","ENST00000514165.1",-27761,"F2RL1"
"chr5",76807266,76807629,364,"*","Shared","Distal Intergenic",5,76818933,76833227,14295,1,"2150","ENST00000514165.1",-11304,"F2RL1"
"chr5",76831015,76831624,610,"*","Shared","Intron (ENST00000514165.1/2150, intron 1 of 1)",5,76819030,76835315,16286,1,"2150","ENST00000296677.5",11985,"F2RL1"
"chr5",77952667,77953108,442,"*","Shared","Distal Intergenic",5,77958198,77959094,897,1,"101929154","ENST00000658162.2",-5090,"LOC101929154"
"chr5",78398819,78399421,603,"*","Shared","Intron (ENST00000614488.4/9522, intron 2 of 7)",5,78416603,78478815,62213,1,"9522","ENST00000320280.8",-17182,"SCAMP1"
"chr5",78638420,78638782,363,"*","Shared","Intron (ENST00000380345.7/10184, intron 1 of 4)",5,78624817,78642162,17346,2,"10184","ENST00000515349.1",3380,"LHFPL2"
"chr5",78699708,78700145,438,"*","Shared","Intron (ENST00000514587.1/124900191, intron 3 of 3)",5,78510027,78648895,138869,2,"10184","ENST00000512759.5",-50813,"LHFPL2"
"chr5",79201872,79202405,534,"*","Shared","Intron (ENST00000520388.5/124901011, intron 1 of 4)",5,79220942,79221073,132,1,"124900205","ENST00000383865.1",-18537,"LOC124900205"
"chr5",80125763,80126458,696,"*","Shared","Intron (ENST00000509193.5/256987, intron 11 of 12)",5,80156994,80167180,10187,2,"256987","ENST00000502747.1",40722,"SERINC5"
"chr5",80141250,80142539,1290,"*","Shared","3' UTR",5,80156994,80167180,10187,2,"256987","ENST00000502747.1",24641,"SERINC5"
"chr5",80591357,80591830,474,"*","Shared","Distal Intergenic",5,80556755,80570280,13526,2,"340120","ENST00000338682.8",-21077,"ANKRD34B"
"chr5",81314807,81315802,996,"*","Shared","Distal Intergenic",5,81308668,81312973,4306,1,"84240","ENST00000510227.1",6139,"ZCCHC9"
"chr5",82405253,82406722,1470,"*","Shared","Distal Intergenic",5,82310036,82318380,8345,1,"92270","ENST00000514672.1",95217,"ATP6AP1L"
"chr5",82413317,82414253,937,"*","Shared","Distal Intergenic",5,82310036,82318380,8345,1,"92270","ENST00000514672.1",103281,"ATP6AP1L"
"chr5",82635613,82635947,335,"*","Shared","Distal Intergenic",5,82840155,82840224,70,1,"100616297","ENST00000636444.1",-204208,"MIR3977"
"chr5",82662164,82662838,675,"*","Shared","Distal Intergenic",5,82840155,82840224,70,1,"100616297","ENST00000636444.1",-177317,"MIR3977"
"chr5",82749546,82750203,658,"*","Shared","Distal Intergenic",5,82840155,82840224,70,1,"100616297","ENST00000636444.1",-89952,"MIR3977"
"chr5",83281605,83282409,805,"*","Shared","Intron (ENST00000282268.7/7518, intron 7 of 7)",5,83104908,83259339,154432,1,"7518","ENST00000509268.1",176697,"XRCC4"
"chr5",83306571,83307079,509,"*","Shared","Intron (ENST00000282268.7/7518, intron 7 of 7)",5,83471618,83483604,11987,1,"1462","ENST00000503923.1",-164539,"VCAN"
"chr5",84688189,84688972,784,"*","Shared","Distal Intergenic",5,84399620,84419054,19435,1,"105379057","ENST00000666514.1",288569,"EDIL3-DT"
"chr5",87722199,87722648,450,"*","Shared","Intron (ENST00000511417.2/105379069, intron 1 of 5)",5,87665345,87733269,67925,2,"105379069","ENST00000511417.2",10621,"LINC02144"
"chr5",87949716,87950520,805,"*","Shared","Intron (ENST00000668454.1/124901023, intron 2 of 3)",5,87863703,88144455,280753,2,"124901023","ENST00000668454.1",193935,"LOC124901023"
"chr5",88045914,88046650,737,"*","Shared","Intron (ENST00000668454.1/124901023, intron 2 of 3)",5,87863703,88144455,280753,2,"124901023","ENST00000668454.1",97805,"LOC124901023"
"chr5",88077699,88078620,922,"*","Shared","Intron (ENST00000668454.1/124901023, intron 1 of 3)",5,87863703,88144455,280753,2,"124901023","ENST00000668454.1",65835,"LOC124901023"
"chr5",88119501,88120219,719,"*","Shared","Intron (ENST00000668454.1/124901023, intron 1 of 3)",5,87863703,88144455,280753,2,"124901023","ENST00000668454.1",24236,"LOC124901023"
"chr5",88437921,88438415,495,"*","Shared","Promoter (<=1kb)",5,88408982,88439090,30109,2,"102546226","ENST00000506041.2",675,"LINC02060"
"chr5",88480416,88481449,1034,"*","Shared","Intron (ENST00000504034.2/ENST00000504034.2, intron 1 of 1)",5,88408982,88439090,30109,2,"102546226","ENST00000506041.2",-41326,"LINC02060"
"chr5",88556435,88556748,314,"*","Shared","Intron (ENST00000506978.5/645323, intron 3 of 6)",5,88539365,88611949,72585,2,"645323","ENST00000668089.1",55201,"MIR9-2HG"
"chr5",88707097,88707964,868,"*","Shared","Intron (ENST00000657578.1/109729137, intron 1 of 2)",5,88691797,88695041,3245,2,"124901024","ENST00000666338.1",-12056,"GSCAR"
"chr5",88784776,88785367,592,"*","Shared","Promoter (<=1kb)",5,88718251,88785524,67274,2,"4208","ENST00000707127.1",157,"MEF2C"
"chr5",88785533,88786431,899,"*","Shared","Promoter (<=1kb)",5,88722567,88785542,62976,2,"4208","ENST00000503554.4",0,"MEF2C"
"chr5",89016768,89017600,833,"*","Shared","Intron (ENST00000511100.5/101929423, intron 3 of 3)",5,88943087,89075331,132245,1,"101929423","ENST00000508521.1",73681,"MEF2C-AS1"
"chr5",89090156,89090724,569,"*","Shared","Intron (ENST00000512585.5/101929423, intron 2 of 5)",5,88943087,89075331,132245,1,"101929423","ENST00000508521.1",147069,"MEF2C-AS1"
"chr5",89877871,89878724,854,"*","Shared","Distal Intergenic",5,89900664,89990883,90220,1,"102724637","ENST00000505109.2",-21940,"LOC102724637"
"chr5",90547955,90548431,477,"*","Shared","Intron (ENST00000508842.5/84059, intron 1 of 3)",5,90558686,90626582,67897,1,"84059","ENST00000638316.1",-10255,"ADGRV1"
"chr5",90680910,90681691,782,"*","Shared","Promoter (1-2kb)",5,90679606,90716716,37111,1,"84059","ENST00000640012.1",1304,"ADGRV1"
"chr5",91284075,91284451,377,"*","Shared","Exon (ENST00000647761.1/100505994, exon 4 of 4)",5,91302796,91311880,9085,2,"100505994","ENST00000649424.1",27429,"LUCAT1"
"chr5",92969968,92970647,680,"*","Shared","Distal Intergenic",5,92907180,92939591,32412,2,"107984117","ENST00000507491.1",-30377,"LINC02058"
"chr5",93186124,93186668,545,"*","Shared","Distal Intergenic",5,93409838,93422335,12498,2,"441094","ENST00000606188.2",235667,"NR2F1-AS1"
"chr5",93189520,93190076,557,"*","Shared","Distal Intergenic",5,93409838,93422335,12498,2,"441094","ENST00000606188.2",232259,"NR2F1-AS1"
"chr5",93299712,93300474,763,"*","Shared","Distal Intergenic",5,93409838,93422335,12498,2,"441094","ENST00000606188.2",121861,"NR2F1-AS1"
"chr5",93838484,93839063,580,"*","Shared","Intron (ENST00000395965.8/83989, intron 7 of 10)",5,93776158,93824254,48097,2,"83989","ENST00000511139.1",-14230,"ARB2A"
"chr5",94218229,94218841,613,"*","Shared","Intron (ENST00000682413.1/285600, intron 20 of 20)",5,94111720,94176029,64310,1,"105379087","ENST00000657563.1",106509,"LOC105379087"
"chr5",94793458,94793892,435,"*","Shared","Exon (ENST00000513849.1/ENST00000513849.1, exon 4 of 4)",5,94703741,94784897,81157,2,"79772","ENST00000514040.1",-8561,"MCTP1"
"chr5",94885858,94886221,364,"*","Shared","Intron (ENST00000515393.6/79772, intron 12 of 22)",5,94706591,94929701,223111,2,"79772","ENST00000505078.5",43480,"MCTP1"
"chr5",95760163,95760761,599,"*","Shared","Intron (ENST00000379982.8/22836, intron 6 of 11)",5,95767755,95793246,25492,1,"22836","ENST00000504179.5",-6994,"RHOBTB3"
"chr5",96026271,96027117,847,"*","Shared","Intron (ENST00000502645.2/101929710, intron 1 of 4)",5,96050115,96215519,165405,1,"831","ENST00000507997.1",-22998,"CAST"
"chr5",96255098,96255530,433,"*","Shared","Intron (ENST00000502645.2/101929710, intron 1 of 4)",5,96213263,96215075,1813,2,"124901032","ENST00000502437.3",-40023,"LOC124901032"
"chr5",96626900,96627290,391,"*","Shared","Intron (ENST00000502645.2/101929710, intron 4 of 4)",5,96662055,96755143,93089,1,"831","ENST00000675107.1",-34765,"CAST"
"chr5",98309879,98310550,672,"*","Shared","Distal Intergenic",5,98085871,98161352,75482,2,"105379098","ENST00000505908.2",-148527,"LINC01846"
"chr5",98313927,98314765,839,"*","Shared","Distal Intergenic",5,98085871,98161352,75482,2,"105379098","ENST00000505908.2",-152575,"LINC01846"
"chr5",99020186,99020695,510,"*","Shared","Distal Intergenic",5,98929163,98931016,1854,1,"100289230","ENST00000692082.2",91023,"LOC100289230"
"chr5",100676919,100677667,749,"*","Shared","Distal Intergenic",5,100562052,100586729,24678,1,"345757","ENST00000505792.1",114867,"FAM174A"
"chr5",107557164,107557690,527,"*","Shared","Intron (ENST00000333274.11/1946, intron 1 of 4)",5,107427217,107506191,78975,2,"1946","ENST00000505499.1",-50973,"EFNA5"
"chr5",108101107,108101515,409,"*","Shared","Intron (ENST00000542267.7/64839, intron 6 of 8)",5,108020799,108364767,343969,2,"64839","ENST00000481160.1",263252,"FBXL17"
"chr5",108686646,108687149,504,"*","Shared","Distal Intergenic",5,108725707,108728322,2616,2,"100652853","ENST00000606054.2",41173,"LINC01023"
"chr5",112228504,112229059,556,"*","Shared","Promoter (<=1kb)",5,112142441,112228778,86338,2,"64097","ENST00000507810.5",0,"EPB41L4A"
"chr5",112735828,112736198,371,"*","Shared","Promoter (1-2kb)",5,112737885,112842755,104871,1,"324","ENST00000508624.5",-1687,"APC"
"chr5",113058954,113059786,833,"*","Shared","Intron (ENST00000302475.9/4163, intron 12 of 16)",5,113048563,113064040,15478,2,"4163","ENST00000624689.3",4254,"MCC"
"chr5",113081857,113082695,839,"*","Shared","Intron (ENST00000302475.9/4163, intron 9 of 16)",5,113048563,113064040,15478,2,"4163","ENST00000624689.3",-17817,"MCC"
"chr5",113089845,113091338,1494,"*","Shared","Intron (ENST00000302475.9/4163, intron 6 of 16)",5,113101543,113104625,3083,2,"4163","ENST00000505604.1",13287,"MCC"
"chr5",113166896,113167307,412,"*","Shared","Intron (ENST00000302475.9/4163, intron 1 of 16)",5,113101734,113203317,101584,2,"4163","ENST00000506605.6",36010,"MCC"
"chr5",113223974,113224933,960,"*","Shared","Intron (ENST00000302475.9/4163, intron 1 of 16)",5,113026132,113234677,208546,2,"4163","ENST00000515367.6",9744,"MCC"
"chr5",115366235,115366787,553,"*","Shared","Intron (ENST00000691850.2/105379130, intron 1 of 1)",5,115364207,115415220,51014,2,"105379130","ENST00000701388.1",48433,"LOC105379130"
"chr5",115398622,115399065,444,"*","Shared","Intron (ENST00000691850.2/105379130, intron 1 of 1)",5,115364207,115415220,51014,2,"105379130","ENST00000701388.1",16155,"LOC105379130"
"chr5",115415042,115415505,464,"*","Shared","Promoter (<=1kb)",5,115364197,115415268,51072,2,"105379130","ENST00000691850.2",0,"LOC105379130"
"chr5",115419742,115420104,363,"*","Shared","Distal Intergenic",5,115364197,115415268,51072,2,"105379130","ENST00000691850.2",-4474,"LOC105379130"
